non-personally identifiable ideas,9.0
non-personally identifiable submissions,9.0
computer programming routine,9.0
reasonable requests assisting,8.666666666666666
mcgraw hill's read,8.660377358490566
mcgraw hill llc,8.307436182019977
mcgraw hill grants,8.307436182019977
mcgraw hill ereader,8.307436182019977
mcgraw hill reserves,8.307436182019977
mcgraw hill disclaims,8.307436182019977
general non-proprietary information,8.055555555555555
personally identifiable information,8.055555555555555
ordering document form,8.0
electronic bulletin boards,8.0
good faith belief,8.0
alleged infringing material,7.75
mcgraw hill content,7.692051566635362
limitation security-related features,7.666666666666667
create derivative works,7.666666666666667
legally binding agreement,7.473684210526316
applicable upload interface,7.444444444444445
make reasonable efforts,7.333333333333333
grant mcgraw hill,7.307436182019977
licensed end users,7.3
illegal conduct arising,7.166666666666667
constitutes copyright infringement,7.15
services serving regions,7.137254901960784
mcgraw hill's liability,7.060377358490566
mcgraw hill products,7.057436182019978
license rights granted,7.0
greatest extent permitted,7.0
copyright owner's behalf,6.9
party intellectual property,6.800000000000001
prior written consent,6.783333333333333
proprietary notices contained,6.75
extent local laws,6.75
privacy notice describes,6.722222222222222
upload third-party content,6.717948717948719
separate written agreement,6.673684210526316
intellectual property rights,6.633333333333333
content and/or information,6.551282051282051
license includes access,6.277777777777777
sites and/or discontinue,6.232323232323232
service providers make,5.857142857142858
applicable subscription agreement,5.584795321637427
mcgraw hill,5.307436182019978
ordering document,5.0
intellectual property,4.8
local laws,4.75
reasonable legal,4.666666666666666
techniques contained,4.5
encourages conduct,4.5
user content,4.384615384615385
applicable laws,4.361111111111111
end users,4.3
infringement notification,4.25
claimed infringement,4.25
service providers,4.190476190476191
non-transferable license,4.166666666666666
valid license,4.166666666666666
royalty-free license,4.166666666666666
prior notice,4.138888888888889
applicable term,4.111111111111111
technical and/or,4.111111111111111
and/or improvements,4.111111111111111
proprietary rights,4.083333333333333
user information,4.055555555555555
personal information,4.055555555555555
student information,4.055555555555555
information related,4.055555555555555
confidential information,4.055555555555555
united states,4.0
international platforms,4.0
mhcampus user,4.0
educational institution,4.0
affiliated companies,4.0
educational institutions,4.0
subsequent versions,4.0
registration process,4.0
knowingly solicit,4.0
educational purposes,4.0
trade names,4.0
trademark displayed,4.0
mobile application,4.0
automatic device,4.0
manual process,4.0
systematic retrieval,4.0
electronic means,4.0
mail lists,4.0
reverse engineer,4.0
purpose whatsoever,4.0
community guidelines,4.0
ethnically offensive,4.0
excessively violent,4.0
criminal offense,4.0
give rise,4.0
trade secret,4.0
technical inaccuracies,4.0
lost money,4.0
lost profits,4.0
foregoing exclusion,4.0
send notifications,4.0
legal department,4.0
2 penn plaza,4.0
telephone number,4.0
physical signature,4.0
active licenses,4.0
full force,4.0
subsequent instance,4.0
expressly agreed,4.0
contemporaneous agreements,4.0
legal import,4.0
agreement constitutes,3.973684210526316
applicable service,3.9682539682539684
copyright owner,3.9
copyright interest,3.9
providing content,3.8846153846153846
posting content,3.8846153846153846
service marks,3.857142857142857
service uploads,3.857142857142857
third-party rights,3.833333333333333
publicity rights,3.833333333333333
respective rights,3.833333333333333
registered users,3.8
online products,3.75
submit material,3.75
privacy notice,3.7222222222222223
web session,3.666666666666667
sole discretion,3.666666666666667
technical errors,3.666666666666667
accounting fees,3.666666666666667
fees paid,3.666666666666667
applicable law,3.511111111111111
child's parent,3.5
expressly provided,3.5
rightful owner,3.5
exclusive defense,3.5
lost data,3.5
email address,3.5
section headings,3.5
agreement governing,3.473684210526316
entire agreement,3.473684210526316
external websites,3.466666666666667
legal age,3.4
mobile applications,3.4
site offering,3.4
civil liability,3.4
third-party applications,3.4
strict liability,3.4
proprietary services,3.3872549019607843
fully responsible,3.333333333333333
competent jurisdiction,3.333333333333333
password information,3.2555555555555555
post advertisements,3.25
exemplary damages,3.25
lost time,3.25
conditions waive,3.25
services and/or,3.2483660130718954
sites and/or,3.2323232323232323
mhcampus terms,3.166666666666667
additional terms,3.166666666666667
typographical errors,3.166666666666667
provide notice,3.138888888888889
services offered,3.1372549019607843
copyrighted work,3.0
site provided,2.9
manner responsible,2.833333333333333
person authorized,2.833333333333333
web sites,2.787878787878788
subject matter,2.75
enable students,2.7
remove communications,2.666666666666667
content,2.3846153846153846
consent,2.3333333333333335
upload,2.3333333333333335
prior,2.25
written,2.2
license,2.1666666666666665
applicable,2.111111111111111
and/or,2.111111111111111
information,2.0555555555555554
subscription,2.0
grant,2.0
third-party,2.0
party,2.0
extent,2.0
good,2.0
permitted,2.0
notices,2.0
electronic,2.0
notice,1.8888888888888888
service,1.8571428571428572
privacy,1.8333333333333333
rights,1.8333333333333333
users,1.8
websites,1.8
products,1.75
material,1.75
make,1.6666666666666667
discretion,1.6666666666666667
web,1.6666666666666667
fees,1.6666666666666667
limitation,1.6666666666666667
create,1.6666666666666667
external,1.6666666666666667
errors,1.6666666666666667
arising,1.6666666666666667
parent,1.5
behalf,1.5
owner,1.5
remove,1.5
enable,1.5
interest,1.5
providing,1.5
manner,1.5
person,1.5
copyrighted,1.5
data,1.5
posting,1.5
typographical,1.5
provided,1.5
matter,1.5
section,1.5
defense,1.5
work,1.5
address,1.5
agreement,1.4736842105263157
applications,1.4
age,1.4
site,1.4
law,1.4
liability,1.4
jurisdiction,1.3333333333333333
responsible,1.3333333333333333
authorized,1.3333333333333333
conditions,1.25
provide,1.25
subject,1.25
time,1.25
post,1.25
damages,1.25
students,1.2
password,1.2
terms,1.1666666666666667
communications,1.1666666666666667
services,1.1372549019607843
sites,1.121212121212121
access,1.1111111111111112
member,1.0
business,1.0
govern,1.0
apply,1.0
updated,1.0
january 2020,1.0
collectively,1.0
owned,1.0
operated,1.0
registering,1.0
defined,1.0
accessing,1.0
agree,1.0
signing,1.0
entering,1.0
incorporates,1.0
incorporated,1.0
reference,1.0
reserve,1.0
change,1.0
future,1.0
reached,1.0
majority,1.0
generally 18,1.0
older,1.0
guardian,1.0
instructors,1.0
administrators,1.0
platforms/systems,1.0
order,1.0
required,1.0
register,1.0
connection,1.0
coppa,1.0
share,1.0
policies,1.0
collecting,1.0
maintaining,1.0
acknowledge,1.0
accuracy,1.0
date,1.0
accordance,1.0
accept,1.0
thirteen,1.0
years,1.0
consistent,1.0
payment,1.0
compliance,1.0
limited,1.0
non-exclusive,1.0
internet,1.0
internal,1.0
trademarks,1.0
logos,1.0
licensee,1.0
materials,1.0
owns,1.0
prohibitions,1.0
distribution,1.0
parties,1.0
confidentiality,1.0
account,1.0
activities,1.0
occur,1.0
distribute,1.0
screen,1.0
research,1.0
study,1.0
restrictions,1.0
username,1.0
ebooks,1.0
ebook,1.0
concurrent,1.0
allowed,1.0
devices,1.0
reason,1.0
shared,1.0
violation,1.0
provisions,1.0
suspend,1.0
terminate,1.0
refuse,1.0
current,1.0
copy,1.0
transmit,1.0
rent,1.0
forward,1.0
lend,1.0
sell,1.0
modify,1.0
creation,1.0
robot,1.0
spider,1.0
program,1.0
monitor,1.0
reproduce,1.0
engage,1.0
compile,1.0
directly,1.0
indirectly,1.0
collection,1.0
compilation,1.0
database,1.0
directory,1.0
disseminate,1.0
portion,1.0
circumvent,1.0
disable,1.0
interfere,1.0
limitations,1.0
acquire,1.0
title,1.0
encourage,1.0
e-mail,1.0
refer,1.0
regard,1.0
handle,1.0
e-mailing,1.0
feedback,1.0
questions,1.0
comments,1.0
suggestions,1.0
bound,1.0
concepts,1.0
know-how,1.0
development,1.0
production,1.0
marketing,1.0
incorporate,1.0
text,1.0
photographs,1.0
irrevocable,1.0
worldwide,1.0
perpetual,1.0
publish,1.0
perform,1.0
sublicense,1.0
media,1.0
devised,1.0
permit,1.0
represent,1.0
warrant,1.0
infringe,1.0
options,1.0
presented,1.0
addition,1.0
unlawful,1.0
obscene,1.0
lewd,1.0
defamatory,1.0
libelous,1.0
threatening,1.0
pornographic,1.0
harassing,1.0
hateful,1.0
racially,1.0
considered,1.0
violate,1.0
inappropriate,1.0
objectionable,1.0
solicitations,1.0
impersonate,1.0
protected,1.0
permission,1.0
unsuitable,1.0
minors,1.0
country,1.0
malicious,1.0
destructive,1.0
nature,1.0
virus,1.0
engine,1.0
intended,1.0
damage,1.0
system,1.0
review,1.0
obligation,1.0
block,1.0
prevent,1.0
obligated,1.0
report,1.0
warranties,1.0
licensors,1.0
representations,1.0
contents,1.0
delays,1.0
interruptions,1.0
risk,1.0
omissions,1.0
corrections,1.0
links,1.0
convenience,1.0
endorsement,1.0
control,1.0
quality,1.0
accessibility,1.0
indemnification,1.0
defend,1.0
indemnify,1.0
officers,1.0
directors,1.0
employees,1.0
successors,1.0
assignees,1.0
claims,1.0
actions,1.0
demands,1.0
liabilities,1.0
losses,1.0
costs,1.0
expenses,1.0
relating,1.0
breach,1.0
misuse,1.0
claim,1.0
suit,1.0
proceeding,1.0
assist,1.0
expense,1.0
defending,1.0
assume,1.0
case,1.0
cooperate,1.0
event,1.0
liable,1.0
consequential,1.0
incidental,1.0
special,1.0
indirect,1.0
punitive,1.0
kind,1.0
contract,1.0
tort,1.0
negligence,1.0
foreseen,1.0
unforeseen,1.0
respect,1.0
exceed,1.0
advised,1.0
possibility,1.0
require,1.0
people,1.0
copied,1.0
york 10121,1.0
description,1.0
infringed,1.0
located,1.0
link,1.0
statement,1.0
disputed,1.0
agent,1.0
act,1.0
made,1.0
penalty,1.0
perjury,1.0
accurate,1.0
operate,1.0
offices,1.0
america,1.0
locations,1.0
persons,1.0
choose,1.0
initiative,1.0
trial,1.0
jury,1.0
termination,1.0
restrict,1.0
feature,1.0
feasible,1.0
significant,1.0
miscellaneous,1.0
provision,1.0
found,1.0
invalid,1.0
court,1.0
terminated,1.0
invalidity,1.0
affect,1.0
validity,1.0
remain,1.0
effect,1.0
failure,1.0
enforce,1.0
construed,1.0
waiver,1.0
effective,1.0
writing,1.0
supersedes,1.0
previous,1.0
oral,1.0
inure,1.0
benefit,1.0
assigns,1.0
licensees,1.0
sublicensees,1.0
1998,0
